0,216
0,221
2,217
2,218
7,216
7,217
7,222
7,223
12,222
12,227
12,228
12,233
14,223
14,224
14,229
14,230
19,228
19,229
37,216
37,217
37,252
37,253
42,216
42,221
42,222
42,227
42,252
42,257
42,258
42,263
44,217
44,218
44,223
44,224
44,253
44,254
44,259
44,260
49,222
49,223
49,228
49,229
49,258
49,259
49,264
49,265
54,228
54,233
54,264
54,269
56,229
56,230
56,265
56,266
72,252
72,257
72,288
72,293
74,253
74,254
74,289
74,290
79,252
79,253
79,258
79,259
79,288
79,289
79,294
79,295
84,258
84,263
84,264
84,269
84,294
84,299
84,300
84,305
86,259
86,260
86,265
86,266
86,295
86,296
86,301
86,302
91,264
91,265
91,300
91,301
109,288
109,289
114,288
114,293
114,294
114,299
116,289
116,290
116,295
116,296
121,294
121,295
121,300
121,301
126,300
126,305
128,301
128,302
